Transaction Amount,Transaction Time,Transaction Type,Merchant Category,Merchant Location,Average Transaction Amount,Transaction Frequency,Time Since Last Transaction,Transaction Velocity,Historical Transaction Patterns,Device ID,Browser and OS,IP Address,Channel,Billing Address vs. Shipping Address,Distance from Last Transaction,Country,Region,Blacklisted Merchants or IPs,Real-time Threat Intelligence,Social Media or Public Data,Keystroke Dynamics,Mouse Movement,Touchscreen Gestures,Anomaly Scores,Categorical Aggregates,Temporal Aggregates,User Age,Account Tenure,Credit Score,Fraudulent
34.6,2024-07-16 11:32,Online,Dining,Port Elizabeth,259.85,20,17,Low,Frequent,DEV2516,"Safari, iOS",168.60.76.155,Web,No,11.2,South Africa,Eastern cape,Yes,Medium,No,High,Moderate,Moderate,0.05,Low,Low,25,2,600,1
20.73,2024-03-11 06:31,In-store,Travel,Capewtown,92.31,7,16,Medium,Frequent,DEV9765,"Safari, iOS",136.51.233.30,Mobile,Yes,6.7,South Africa,gauteng,No,Medium,Yes,High,High,High,0.7,High,Medium,58,3,797,0
256.37,2024-01-21 13:59,In-store,Dining,Port Elizabeth,152.17,25,26,Low,Frequent,DEV1025,"Firefox, Win11",53.35.148.162,Web,Yes,1.6,South Africa,Western cape ,Yes,Low,Yes,High,High,Low,0.58,Low,Medium,20,9,784,1
55.91,2024-05-14 01:12,In-store,Clothing,Durban,266.81,13,5,High,Frequent,DEV5317,"Firefox, Win11",185.33.131.168,Mobile,No,49.5,South Africa,Western cape ,No,Medium,No,High,High,Low,0.06,Low,Medium,58,9,639,0
109.58,2024-04-01 08:29,Online,Dining,Joburg,281.57,15,4,Medium,Infrequent,DEV6076,"Chrome, Win10",135.221.156.151,Mobile,No,29.3,South Africa,Western cape ,Yes,Low,Yes,Moderate,Moderate,High,0.39,Low,Low,57,2,658,1
277.02,2024-04-02 00:15,Online,Electronics,Capewtown,66.66,15,13,Low,Frequent,DEV1842,"Edge, Win11",69.47.28.172,Mobile,No,5.5,South Africa,Western cape ,Yes,Low,Yes,High,Moderate,Moderate,0.16,High,High,68,8,670,0
181.8,2024-01-15 20:25,Online,Clothing,Port Elizabeth,54.99,21,1,High,Frequent,DEV9196,"Firefox, Win11",13.173.102.62,Web,Yes,24.9,South Africa,Kwazulu Natal,No,Low,No,Moderate,Moderate,Low,0.62,Medium,High,26,4,785,1
197.73,2024-06-20 13:41,In-store,Electronics,Joburg,151.61,24,19,Medium,Frequent,DEV2300,"Chrome, Win10",152.142.110.230,Mobile,Yes,32.5,South Africa,gauteng,No,High,Yes,High,High,Moderate,0.36,Low,High,34,2,616,0
148.21,2024-01-09 11:31,In-store,Electronics,Capewtown,58.03,29,30,Medium,Infrequent,DEV5305,"Firefox, Win11",79.59.107.175,Web,Yes,44.3,South Africa,Eastern cape,No,Medium,Yes,Low,Low,Low,0.87,Low,Low,29,1,611,1
288.85,2024-02-13 15:50,Online,Electronics,Durban,62.46,26,3,Medium,Frequent,DEV8344,"Edge, Win11",144.114.173.69,Mobile,No,6.1,South Africa,Western cape ,No,Medium,Yes,Low,Low,Low,0.57,High,High,33,6,625,0
224.78,2024-05-29 21:34,In-store,Electronics,Joburg,148.03,8,13,Medium,Infrequent,DEV1330,"Edge, Win11",105.155.75.245,Web,Yes,21.5,South Africa,Eastern cape,No,Medium,Yes,High,Low,High,0.12,High,Low,38,3,698,1
121.92,2024-06-05 04:48,Online,Clothing,Port Elizabeth,88.71,23,28,High,Infrequent,DEV9519,"Firefox, Win11",220.1.75.85,Web,No,12.0,South Africa,Western cape ,Yes,Low,Yes,High,High,Low,0.78,High,Low,64,8,700,1
294.51,2024-06-01 03:05,Online,Dining,Joburg,106.18,12,29,Medium,Infrequent,DEV6001,"Safari, iOS",76.150.101.1,Web,No,11.5,South Africa,gauteng,No,Low,No,Low,High,Low,0.76,Low,Low,31,5,670,1
80.47,2024-02-25 01:58,In-store,Clothing,Durban,158.38,5,3,Low,Frequent,DEV8975,"Edge, Win11",8.252.61.173,Web,No,18.7,South Africa,Kwazulu Natal,No,Low,No,Moderate,Low,High,0.02,Medium,High,22,7,783,0
70.03,2024-02-19 05:54,Online,Dining,Durban,90.94,1,22,High,Frequent,DEV1560,"Firefox, Win11",175.80.87.178,Web,Yes,26.3,South Africa,Kwazulu Natal,No,High,No,High,Low,Moderate,0.72,Low,High,67,1,683,1
222.12,2024-02-19 22:27,In-store,Clothing,Durban,70.21,17,9,High,Infrequent,DEV1130,"Safari, iOS",76.46.60.23,Web,Yes,49.7,South Africa,Western cape ,Yes,Medium,Yes,Low,Low,Moderate,0.05,Medium,Medium,56,6,604,1
100.77,2024-02-12 01:01,In-store,Travel,Durban,169.62,12,7,Low,Frequent,DEV1322,"Edge, Win11",217.122.209.139,Mobile,No,28.6,South Africa,gauteng,Yes,Medium,Yes,High,High,Low,0.26,Medium,Medium,58,10,679,0
224.87,2024-04-27 16:45,In-store,Electronics,Pretoria,30.57,12,1,Low,Frequent,DEV3861,"Safari, iOS",114.42.62.3,Web,Yes,41.2,South Africa,Kwazulu Natal,No,Low,No,Moderate,High,High,0.44,Low,Medium,58,2,796,1
46.22,2024-07-31 07:58,In-store,Electronics,Capewtown,296.93,22,9,High,Frequent,DEV1722,"Edge, Win11",69.218.184.141,Mobile,No,42.9,South Africa,Western cape ,No,Low,No,High,High,Low,0.78,Low,Medium,61,2,610,1
131.11,2024-05-10 19:09,Online,Travel,Port Elizabeth,299.93,2,12,Medium,Frequent,DEV5950,"Firefox, Win11",123.254.156.147,Mobile,Yes,31.2,South Africa,Western cape ,No,High,No,Moderate,Low,High,0.05,Medium,Low,35,8,699,1
64.33,2024-01-04 00:14,Online,Groceries,Pretoria,41.79,23,25,High,Infrequent,DEV7697,"Firefox, Win11",176.26.112.230,Web,No,6.7,South Africa,gauteng,No,Low,No,High,High,Moderate,0.54,Medium,High,56,6,768,0
172.55,2024-04-30 17:57,In-store,Travel,Joburg,188.25,4,15,Low,Frequent,DEV3764,"Edge, Win11",142.207.13.90,Web,No,21.0,South Africa,Eastern cape,No,Low,No,High,Low,High,0.63,Low,Low,55,10,757,0
208.17,2024-02-02 04:21,In-store,Electronics,Port Elizabeth,131.06,13,16,Medium,Frequent,DEV8039,"Edge, Win11",138.2.155.237,Web,Yes,46.0,South Africa,Eastern cape,No,Low,Yes,High,Low,High,0.33,High,High,52,3,644,0
75.49,2024-07-21 22:53,Online,Electronics,Durban,198.49,28,15,High,Infrequent,DEV5855,"Firefox, Win11",142.31.60.195,Web,Yes,48.4,South Africa,gauteng,No,Low,No,Low,High,High,0.79,Medium,High,22,10,722,1
68.8,2024-03-29 21:57,Online,Groceries,Durban,139.7,15,13,High,Frequent,DEV2898,"Firefox, Win11",110.188.177.234,Mobile,No,30.5,South Africa,Kwazulu Natal,No,Medium,Yes,Moderate,Low,Moderate,0.9,High,Low,43,7,633,1
123.84,2024-02-12 07:18,In-store,Groceries,Pretoria,183.06,28,11,High,Infrequent,DEV4167,"Firefox, Win11",222.7.114.234,Mobile,No,35.3,South Africa,Kwazulu Natal,Yes,High,No,Moderate,Low,Moderate,0.18,High,Low,52,1,763,1
264.86,2024-07-17 10:27,Online,Dining,Port Elizabeth,221.66,6,24,Low,Infrequent,DEV4856,"Safari, iOS",74.41.154.172,Mobile,Yes,25.5,South Africa,Kwazulu Natal,Yes,High,No,High,High,High,0.84,Low,High,45,9,671,1
156.74,2024-05-06 13:36,In-store,Dining,Capewtown,65.14,28,3,Low,Infrequent,DEV8011,"Safari, iOS",184.70.79.250,Mobile,Yes,30.2,South Africa,Western cape ,No,High,Yes,High,Moderate,High,0.5,Low,Medium,63,9,648,1
250.04,2024-06-17 06:34,Online,Dining,Capewtown,140.59,13,18,Medium,Infrequent,DEV3222,"Chrome, Win10",113.64.152.160,Web,No,8.1,South Africa,Western cape ,No,Medium,No,Low,Moderate,Low,0.1,Low,Medium,21,3,696,0
96.93,2024-04-19 18:09,In-store,Dining,Port Elizabeth,80.56,7,19,High,Frequent,DEV6115,"Chrome, Win10",72.215.193.35,Mobile,No,21.3,South Africa,Eastern cape,Yes,High,No,High,Moderate,Low,0.3,High,Medium,26,3,779,0
234.51,2024-01-13 11:28,In-store,Travel,Joburg,239.68,21,8,Medium,Frequent,DEV4737,"Edge, Win11",222.220.120.241,Mobile,No,26.7,South Africa,gauteng,Yes,High,No,Moderate,Moderate,Moderate,0.19,Low,High,35,9,641,1
183.81,2024-03-06 23:18,In-store,Dining,Pretoria,277.06,20,20,Low,Infrequent,DEV9506,"Chrome, Win10",24.231.146.154,Web,No,34.4,South Africa,Kwazulu Natal,No,Low,No,Moderate,Moderate,Moderate,0.25,High,Medium,43,1,658,1
45.98,2024-04-23 04:33,Online,Clothing,Capewtown,58.16,16,2,High,Infrequent,DEV8505,"Chrome, Win10",175.94.17.152,Mobile,No,38.6,South Africa,Eastern cape,Yes,Medium,Yes,Low,Low,Moderate,0.56,High,Low,42,4,791,1
254.24,2024-04-12 20:49,In-store,Electronics,Port Elizabeth,171.78,2,9,High,Frequent,DEV1494,"Edge, Win11",114.103.200.77,Mobile,Yes,41.2,South Africa,Eastern cape,No,High,Yes,Low,High,High,0.14,High,High,37,1,782,1
297.42,2024-07-19 19:29,Online,Dining,Pretoria,240.22,9,8,Low,Infrequent,DEV2303,"Edge, Win11",40.12.127.216,Web,No,21.0,South Africa,Kwazulu Natal,Yes,Medium,No,Low,Moderate,Moderate,0.3,Medium,Low,53,3,659,0
103.11,2024-06-26 10:54,In-store,Travel,Pretoria,284.98,14,17,Medium,Infrequent,DEV1416,"Firefox, Win11",25.158.6.142,Web,No,30.7,South Africa,Western cape ,Yes,Low,Yes,Low,High,Low,0.12,High,High,29,6,773,1
235.33,2024-05-21 02:18,In-store,Dining,Pretoria,73.66,25,12,Low,Infrequent,DEV4117,"Chrome, Win10",64.108.196.156,Web,Yes,37.2,South Africa,gauteng,No,High,Yes,High,Low,Low,0.05,High,Medium,28,8,728,0
269.43,2024-04-05 02:50,Online,Clothing,Joburg,70.16,27,16,High,Infrequent,DEV8800,"Chrome, Win10",194.37.157.92,Mobile,No,35.9,South Africa,Kwazulu Natal,Yes,Medium,No,Moderate,High,Moderate,0.38,High,High,29,4,675,1
55.92,2024-05-27 19:10,Online,Electronics,Pretoria,138.96,16,3,Low,Infrequent,DEV2826,"Firefox, Win11",175.83.123.188,Web,Yes,46.0,South Africa,Western cape ,Yes,Medium,Yes,High,Low,High,0.12,Low,Medium,52,4,704,1
142.63,2024-01-08 17:23,In-store,Electronics,Pretoria,163.6,20,9,High,Frequent,DEV7291,"Firefox, Win11",42.248.171.207,Mobile,Yes,38.2,South Africa,Eastern cape,No,Low,Yes,Low,Moderate,High,0.94,High,Low,53,6,786,1
31.33,2024-06-29 10:56,In-store,Dining,Pretoria,164.09,16,1,Medium,Infrequent,DEV7920,"Safari, iOS",42.249.77.176,Web,No,29.8,South Africa,gauteng,No,Medium,No,Low,Low,Moderate,0.76,High,Low,49,9,779,0
201.34,2024-06-12 07:55,In-store,Electronics,Joburg,299.63,10,7,Low,Infrequent,DEV7670,"Safari, iOS",128.69.54.122,Mobile,No,18.0,South Africa,gauteng,Yes,High,Yes,High,Moderate,High,0.87,High,Low,36,3,688,0
174.7,2024-06-12 23:55,Online,Clothing,Capewtown,80.81,17,29,Medium,Infrequent,DEV8041,"Chrome, Win10",181.62.229.44,Web,Yes,32.7,South Africa,Western cape ,Yes,Medium,No,High,Moderate,Moderate,0.63,Medium,Medium,56,2,609,0
57.1,2024-02-15 07:55,Online,Groceries,Durban,83.33,24,26,Low,Infrequent,DEV5062,"Firefox, Win11",10.70.20.115,Mobile,No,38.6,South Africa,Eastern cape,No,Low,No,Moderate,High,Low,0.36,Medium,Medium,55,2,616,0
289.0,2024-02-20 15:16,Online,Travel,Pretoria,173.58,28,27,High,Infrequent,DEV4373,"Firefox, Win11",29.225.76.160,Mobile,Yes,25.1,South Africa,Western cape ,Yes,High,No,Moderate,Low,Low,0.44,Low,Low,26,7,661,1
70.41,2024-01-25 01:34,Online,Electronics,Joburg,233.07,20,19,Medium,Frequent,DEV6393,"Safari, iOS",175.47.211.162,Mobile,No,49.9,South Africa,gauteng,No,Low,No,Moderate,Low,Moderate,0.53,Low,High,20,9,789,0
262.02,2024-07-16 09:03,Online,Electronics,Durban,269.55,16,17,High,Frequent,DEV6337,"Edge, Win11",68.27.248.34,Mobile,Yes,19.6,South Africa,Kwazulu Natal,Yes,Medium,Yes,Low,Moderate,Moderate,0.28,Medium,High,32,5,624,1
68.45,2024-07-06 06:38,Online,Travel,Capewtown,162.91,27,12,Low,Frequent,DEV4592,"Safari, iOS",33.216.243.202,Mobile,Yes,49.5,South Africa,Eastern cape,No,Low,No,Low,Low,Moderate,0.73,Low,Medium,31,7,646,0
229.3,2024-01-25 11:32,In-store,Electronics,Durban,122.88,21,4,High,Infrequent,DEV2996,"Edge, Win11",25.163.149.216,Web,No,43.0,South Africa,gauteng,Yes,Low,No,Moderate,High,Moderate,0.29,Low,Medium,55,6,744,0
100.14,2024-06-24 00:27,Online,Dining,Durban,27.41,26,27,Low,Infrequent,DEV3686,"Edge, Win11",76.93.97.107,Mobile,No,0.7,South Africa,gauteng,No,High,Yes,Low,High,High,0.11,Medium,Medium,58,8,631,0
49.21,2024-02-02 19:45,In-store,Electronics,Durban,30.85,28,24,Medium,Infrequent,DEV2782,"Chrome, Win10",193.195.236.101,Mobile,No,15.4,South Africa,Eastern cape,Yes,High,Yes,Moderate,High,Low,0.24,Low,Low,28,7,719,0
183.25,2024-04-09 08:04,In-store,Groceries,Port Elizabeth,233.78,28,24,Medium,Frequent,DEV5702,"Edge, Win11",202.150.230.178,Web,Yes,25.9,South Africa,Western cape ,No,Low,No,Low,Moderate,Moderate,0.68,Low,Medium,59,3,655,1
44.41,2024-03-15 23:51,Online,Clothing,Capewtown,82.15,15,19,Medium,Infrequent,DEV1836,"Edge, Win11",105.15.105.164,Mobile,Yes,41.8,South Africa,Western cape ,Yes,Low,No,Low,Moderate,High,0.23,High,High,61,9,705,1
131.15,2024-02-09 01:54,Online,Dining,Capewtown,42.34,8,5,Low,Frequent,DEV3612,"Edge, Win11",41.199.31.188,Mobile,No,45.8,South Africa,gauteng,Yes,Medium,No,High,High,Moderate,0.48,Medium,High,66,3,618,0
50.82,2024-03-14 13:54,In-store,Electronics,Joburg,33.09,20,15,High,Frequent,DEV9903,"Edge, Win11",200.115.90.207,Mobile,Yes,26.1,South Africa,Western cape ,No,High,No,Low,Low,High,0.11,High,Medium,30,1,629,1
150.19,2024-07-14 23:13,In-store,Clothing,Port Elizabeth,273.71,21,6,Low,Infrequent,DEV3527,"Safari, iOS",82.154.23.125,Web,Yes,31.9,South Africa,gauteng,No,Medium,Yes,Moderate,High,High,0.85,Low,Medium,31,6,734,1
230.38,2024-06-14 13:45,Online,Groceries,Durban,186.11,10,20,Low,Infrequent,DEV5436,"Chrome, Win10",153.74.75.25,Web,Yes,33.6,South Africa,Kwazulu Natal,No,High,Yes,Low,High,High,0.02,High,Low,28,9,603,1
76.35,2024-06-14 07:15,In-store,Groceries,Durban,268.46,29,4,High,Infrequent,DEV5865,"Safari, iOS",126.184.141.52,Web,Yes,39.3,South Africa,gauteng,No,High,Yes,Low,High,Low,0.34,High,Low,37,4,731,0
55.86,2024-06-04 12:34,In-store,Dining,Port Elizabeth,62.1,19,28,High,Infrequent,DEV7613,"Chrome, Win10",136.6.175.199,Web,Yes,29.7,South Africa,Kwazulu Natal,Yes,Low,No,High,Moderate,Moderate,0.91,High,High,26,9,725,1
33.24,2024-05-01 00:25,In-store,Dining,Pretoria,274.49,13,11,Medium,Infrequent,DEV2207,"Chrome, Win10",168.245.114.166,Mobile,No,24.0,South Africa,Eastern cape,No,Medium,No,Moderate,Low,Moderate,0.36,High,Medium,61,3,648,0
93.62,2024-01-14 08:10,Online,Travel,Durban,137.68,5,18,Low,Frequent,DEV2801,"Edge, Win11",23.210.153.28,Web,No,31.0,South Africa,gauteng,Yes,High,Yes,Low,High,Moderate,1.0,Low,High,43,9,754,1
262.9,2024-05-07 12:37,In-store,Travel,Pretoria,44.13,18,27,Medium,Frequent,DEV1569,"Edge, Win11",124.61.93.47,Mobile,Yes,38.7,South Africa,Kwazulu Natal,No,Low,Yes,Low,Low,High,0.87,Medium,Low,60,5,746,0
242.55,2024-04-18 15:53,In-store,Electronics,Port Elizabeth,251.26,29,18,Medium,Infrequent,DEV5986,"Firefox, Win11",81.100.249.6,Web,No,14.8,South Africa,Eastern cape,Yes,Low,No,Moderate,Moderate,Low,0.55,Low,Low,43,3,734,0
157.62,2024-03-18 00:04,Online,Electronics,Port Elizabeth,109.38,3,26,Medium,Infrequent,DEV8273,"Chrome, Win10",146.64.154.48,Web,No,43.1,South Africa,Western cape ,No,High,No,Low,Low,High,0.38,High,High,31,10,779,1
120.09,2024-05-19 16:54,Online,Clothing,Pretoria,213.35,29,28,Low,Frequent,DEV5989,"Safari, iOS",34.252.225.130,Mobile,No,22.9,South Africa,gauteng,No,Medium,Yes,Moderate,Moderate,Moderate,0.88,Medium,Medium,69,1,761,1
232.83,2024-05-15 22:54,In-store,Clothing,Port Elizabeth,262.21,27,30,Medium,Frequent,DEV4930,"Edge, Win11",101.48.207.54,Web,No,27.6,South Africa,gauteng,Yes,High,No,Moderate,Low,Moderate,0.16,High,Low,43,3,721,1
212.45,2024-07-02 20:25,In-store,Dining,Capewtown,258.5,19,29,Low,Frequent,DEV7198,"Firefox, Win11",47.94.57.203,Web,Yes,3.0,South Africa,gauteng,Yes,High,Yes,High,High,Low,0.37,Low,Medium,41,10,788,0
78.19,2024-06-04 02:46,Online,Dining,Durban,77.88,8,9,High,Infrequent,DEV6228,"Safari, iOS",134.164.59.36,Web,No,24.7,South Africa,Kwazulu Natal,No,Low,Yes,High,High,Low,0.74,Medium,Low,46,1,695,1
178.7,2024-02-10 21:59,In-store,Clothing,Port Elizabeth,235.31,7,15,Medium,Frequent,DEV8722,"Firefox, Win11",99.209.107.62,Web,No,15.5,South Africa,gauteng,Yes,Medium,Yes,High,High,High,0.17,High,High,51,2,727,1
266.78,2024-01-19 12:33,In-store,Travel,Capewtown,259.86,9,7,High,Frequent,DEV7316,"Chrome, Win10",23.4.252.56,Mobile,Yes,20.4,South Africa,gauteng,No,Low,Yes,Low,Low,Moderate,0.61,High,Low,68,4,641,1
97.75,2024-03-15 21:00,In-store,Dining,Durban,166.91,8,14,Low,Frequent,DEV6805,"Edge, Win11",48.186.31.73,Mobile,No,18.0,South Africa,Kwazulu Natal,Yes,Medium,No,Low,High,High,0.79,Medium,High,36,1,653,1
26.43,2024-07-19 07:37,In-store,Dining,Joburg,268.43,12,9,Medium,Frequent,DEV5189,"Firefox, Win11",209.80.215.0,Web,No,45.3,South Africa,Western cape ,No,High,Yes,Low,High,High,0.28,Medium,Low,67,7,616,1
110.04,2024-06-05 12:16,Online,Electronics,Durban,264.14,15,11,High,Infrequent,DEV8195,"Edge, Win11",179.135.135.238,Mobile,No,5.3,South Africa,Kwazulu Natal,Yes,High,No,High,High,Moderate,0.65,Low,Low,18,5,726,1
178.01,2024-03-21 09:22,Online,Clothing,Port Elizabeth,185.85,10,4,Medium,Frequent,DEV8431,"Firefox, Win11",215.100.112.99,Mobile,No,18.3,South Africa,Kwazulu Natal,Yes,High,No,Low,Low,Low,0.53,Medium,Low,54,1,615,0
154.03,2024-01-22 08:15,In-store,Dining,Pretoria,136.05,6,3,High,Frequent,DEV6411,"Chrome, Win10",162.178.158.29,Mobile,No,23.1,South Africa,Western cape ,No,Low,No,Moderate,Low,Moderate,0.92,High,Low,21,2,663,1
51.58,2024-05-08 16:17,In-store,Electronics,Port Elizabeth,26.53,11,7,Medium,Frequent,DEV4254,"Safari, iOS",45.240.96.148,Mobile,No,11.2,South Africa,Kwazulu Natal,Yes,Low,Yes,High,Moderate,Moderate,0.78,High,Low,40,5,773,0
87.44,2024-06-03 06:32,In-store,Clothing,Durban,36.73,20,27,High,Infrequent,DEV2327,"Firefox, Win11",105.158.144.2,Mobile,Yes,4.3,South Africa,Kwazulu Natal,No,Low,Yes,Low,High,Low,0.3,Medium,High,58,8,663,1
185.06,2024-05-01 15:44,Online,Electronics,Port Elizabeth,173.61,30,6,Medium,Frequent,DEV3655,"Edge, Win11",71.179.178.208,Mobile,No,20.6,South Africa,Western cape ,No,High,No,Moderate,High,Moderate,0.73,Medium,Medium,59,9,715,1
86.24,2024-02-23 17:12,Online,Dining,Pretoria,293.64,26,6,High,Frequent,DEV7645,"Safari, iOS",174.32.170.235,Web,Yes,17.6,South Africa,Western cape ,No,Low,No,Low,Moderate,Moderate,0.99,High,High,38,7,633,1
58.28,2024-05-27 19:13,Online,Electronics,Joburg,219.15,6,15,Low,Frequent,DEV5355,"Safari, iOS",184.127.61.144,Mobile,Yes,48.6,South Africa,Eastern cape,Yes,High,Yes,Moderate,Moderate,Low,0.11,Medium,Low,64,8,682,1
146.08,2024-02-04 15:53,In-store,Travel,Durban,279.56,12,27,High,Infrequent,DEV7720,"Edge, Win11",13.56.216.92,Web,Yes,12.8,South Africa,Western cape ,No,High,Yes,Low,Low,Moderate,0.05,Medium,Medium,47,10,778,1
79.96,2024-05-27 11:42,Online,Clothing,Port Elizabeth,55.3,26,9,Low,Infrequent,DEV7999,"Edge, Win11",181.40.116.186,Mobile,No,42.5,South Africa,gauteng,Yes,High,Yes,High,Low,Moderate,0.41,Low,Medium,69,3,715,1
240.12,2024-07-15 00:32,Online,Travel,Capewtown,241.63,29,23,Low,Infrequent,DEV3242,"Edge, Win11",16.194.69.32,Web,Yes,6.8,South Africa,Kwazulu Natal,No,Medium,No,Low,Low,Low,0.66,Medium,Medium,23,1,742,1
99.83,2024-06-12 04:41,Online,Electronics,Pretoria,276.94,12,25,Low,Infrequent,DEV4973,"Edge, Win11",173.171.107.175,Mobile,Yes,6.9,South Africa,Western cape ,No,Medium,No,Low,High,Low,0.55,Low,Low,47,10,641,0
113.04,2024-03-24 11:01,In-store,Electronics,Durban,42.36,5,17,Medium,Infrequent,DEV7689,"Chrome, Win10",122.208.120.123,Mobile,No,18.3,South Africa,Kwazulu Natal,No,High,Yes,Low,High,Low,0.23,High,Low,33,3,778,1
226.91,2024-04-14 23:31,In-store,Groceries,Capewtown,187.16,30,18,Low,Infrequent,DEV4282,"Edge, Win11",201.203.109.67,Mobile,Yes,12.9,South Africa,Eastern cape,No,Medium,No,Moderate,High,High,0.47,Low,Low,46,3,627,1
76.55,2024-05-05 20:40,In-store,Groceries,Pretoria,48.83,28,23,Low,Frequent,DEV1051,"Firefox, Win11",169.94.155.61,Web,Yes,10.5,South Africa,Western cape ,Yes,Medium,Yes,Low,High,Low,0.41,High,Low,18,4,617,1
90.61,2024-04-06 11:18,Online,Groceries,Durban,244.1,13,23,High,Infrequent,DEV7446,"Chrome, Win10",31.30.51.61,Mobile,Yes,27.5,South Africa,Kwazulu Natal,No,Low,No,Low,Low,Low,0.28,Medium,Medium,43,2,623,0
53.64,2024-03-08 01:41,Online,Dining,Joburg,211.86,4,16,Medium,Frequent,DEV2010,"Firefox, Win11",134.40.178.7,Web,No,27.5,South Africa,gauteng,Yes,High,No,Moderate,Moderate,High,0.41,Medium,Medium,64,2,681,1
191.0,2024-01-31 13:13,Online,Groceries,Durban,299.67,6,10,Low,Frequent,DEV1193,"Edge, Win11",4.60.144.64,Web,Yes,49.1,South Africa,Western cape ,No,Low,No,High,High,Moderate,0.07,Medium,High,69,5,623,0
197.58,2024-03-28 03:34,In-store,Groceries,Pretoria,193.64,4,17,Low,Frequent,DEV6477,"Edge, Win11",176.244.197.168,Web,No,39.8,South Africa,Eastern cape,Yes,Medium,No,High,Low,Moderate,0.62,Medium,High,52,4,783,1
158.89,2024-05-28 22:46,In-store,Travel,Joburg,239.43,15,23,Low,Infrequent,DEV4077,"Edge, Win11",71.146.169.149,Web,No,37.2,South Africa,Western cape ,Yes,Low,No,Low,Moderate,Moderate,0.74,High,Low,40,4,718,0
108.2,2024-06-27 19:07,In-store,Travel,Durban,286.05,28,1,Low,Infrequent,DEV5643,"Firefox, Win11",86.118.68.126,Web,Yes,27.3,South Africa,Eastern cape,Yes,Medium,No,High,Low,Low,0.59,High,Medium,22,9,691,0
204.44,2024-05-18 08:12,In-store,Electronics,Joburg,220.91,21,14,Medium,Infrequent,DEV3780,"Chrome, Win10",104.116.68.121,Mobile,Yes,40.5,South Africa,Eastern cape,Yes,Medium,Yes,High,Moderate,Low,0.12,High,Low,59,3,768,0
266.76,2024-05-26 16:12,In-store,Electronics,Port Elizabeth,50.17,18,2,Low,Frequent,DEV1371,"Chrome, Win10",86.131.29.221,Mobile,Yes,24.3,South Africa,Western cape ,Yes,Low,Yes,Low,Moderate,Low,0.98,Low,High,25,8,642,0
232.84,2024-03-03 18:23,In-store,Travel,Joburg,195.7,14,28,High,Frequent,DEV2886,"Edge, Win11",148.26.249.70,Mobile,Yes,30.2,South Africa,Western cape ,No,High,Yes,Moderate,Moderate,High,0.1,Medium,Low,39,1,615,0
36.05,2024-05-31 23:19,In-store,Electronics,Port Elizabeth,190.21,13,8,Low,Infrequent,DEV7614,"Edge, Win11",173.98.84.199,Mobile,Yes,39.9,South Africa,Western cape ,Yes,Medium,Yes,High,High,Low,0.97,Low,High,54,4,617,1
107.26,2024-01-17 20:45,In-store,Electronics,Port Elizabeth,126.95,17,6,Low,Infrequent,DEV9940,"Safari, iOS",136.181.106.205,Web,Yes,45.9,South Africa,Kwazulu Natal,No,High,Yes,High,High,High,0.93,High,Medium,59,1,765,1
74.8,2024-02-19 19:24,In-store,Electronics,Port Elizabeth,165.62,26,5,Medium,Infrequent,DEV9566,"Safari, iOS",220.49.35.237,Mobile,No,25.4,South Africa,Kwazulu Natal,No,High,No,Low,High,Moderate,0.03,Low,Low,18,9,721,0
188.02,2024-07-19 03:04,Online,Electronics,Port Elizabeth,149.85,9,22,Medium,Frequent,DEV2837,"Edge, Win11",55.29.58.178,Web,No,41.7,South Africa,Western cape ,Yes,High,No,Moderate,Moderate,Moderate,0.15,Low,Low,26,6,633,0
38.87,2024-06-03 02:19,Online,Dining,Port Elizabeth,81.18,13,24,Medium,Infrequent,DEV8256,"Safari, iOS",175.62.93.216,Web,Yes,38.2,South Africa,gauteng,No,Low,No,Low,Low,High,0.76,Medium,Medium,50,4,724,0
35.88,2024-02-25 16:48,In-store,Groceries,Pretoria,121.0,7,19,High,Frequent,DEV3223,"Firefox, Win11",111.166.31.90,Web,No,4.1,South Africa,Kwazulu Natal,No,Low,Yes,Moderate,Moderate,High,0.72,Low,High,42,2,621,1
206.75,2024-07-19 03:55,Online,Dining,Pretoria,20.3,15,5,Low,Infrequent,DEV8885,"Chrome, Win10",15.82.62.1,Web,Yes,29.7,South Africa,gauteng,No,High,Yes,Low,High,Low,0.04,Medium,High,57,8,622,1
130.77,2024-06-11 19:33,Online,Clothing,Durban,59.16,28,20,Medium,Frequent,DEV7944,"Firefox, Win11",79.247.49.15,Mobile,Yes,44.9,South Africa,Eastern cape,Yes,Low,Yes,Low,Moderate,Moderate,0.87,Low,High,45,10,736,0
192.51,2024-07-29 20:22,Online,Groceries,Joburg,182.49,3,8,Medium,Frequent,DEV5634,"Chrome, Win10",29.59.158.202,Web,Yes,16.1,South Africa,Kwazulu Natal,Yes,Low,Yes,High,Moderate,Low,0.42,Medium,Low,30,6,606,0
88.52,2024-07-06 09:49,Online,Dining,Joburg,217.44,18,5,Low,Infrequent,DEV7164,"Chrome, Win10",152.12.170.127,Mobile,Yes,5.8,South Africa,gauteng,No,Low,No,Low,High,Moderate,0.69,High,High,50,4,642,1
